user_id,content_id,age,gender,country,account_age_months,subscription_type,monthly_fee,payment_method,primary_device,devices_used,favorite_genre,avg_watch_time_minutes,watch_sessions_per_week,binge_watch_sessions,completion_rate,rating_given,content_interactions,recommendation_click_rate,days_since_last_login,churned,title,type,genre,language,country_production,release_year,duration_minutes,imdb_rating,popularity_score,total_views,avg_completion_rate,age_rating,engagement_score,churn_impact_score,age_group,watch_time_group,completion_group,sessions_group,churn_label
U107995,C35766,64,Male,Australia,30,Premium,7.99,PayPal,Mobile,1,Comedy,127,11,12,45,2.9,39,16,48,Yes,Love Last,Movie,Action,German,Spain,2013,85,5.4,27.36,4707166,0.65,18+,49.944,0.28,60+,120-180,Bajo,Muy alto,Inactivo
U115453,C31630,29,Female,India,31,Standard,7.99,PayPal,Laptop,1,Thriller,24,10,6,70,4.2,4,4,59,No,Game Love,Movie,Action,Japanese,Germany,2020,91,8.4,5.02,8698783,0.61,PG,38.608,0.36,26-35,<30,Medio,Alto,Activo
U136830,C39773,42,Other,Japan,12,Standard,12.99,Credit Card,Laptop,1,Sci-Fi,17,17,7,64,4.0,2,8,45,No,Last Love,Movie,Thriller,German,Germany,2015,164,7.1,94.86,8304532,0.85,16+,88.944,0.13,36-45,<30,Medio,Muy alto,Activo
U145035,C32847,56,Other,France,5,Premium,7.99,PayPal,Laptop,3,Thriller,13,12,8,82,3.3,24,13,9,No,Love Life,Movie,Horror,Japanese,Japan,1998,78,4.6,36.94,3720836,0.33,PG-13,34.576,0.66,46-60,<30,Alto,Muy alto,Activo
U149223,C1754,47,Other,Spain,54,Basic,12.99,PayPal,Smart TV,3,Action,239,18,6,45,1.6,39,80,20,Yes,Game Secret,Series,Action,Spanish,France,2008,100,6.6,67.38,5007338,0.61,PG,63.552,0.41,46-60,180+,Bajo,Muy alto,Inactivo
U146808,C25398,63,Male,Germany,50,Basic,7.99,PayPal,Smart TV,3,Drama,269,13,12,38,4.0,11,58,25,No,Night Night,Series,Sci-Fi,German,Japan,2014,124,7.6,70.8,4352148,0.9,16+,82.32,0.14,60+,180+,Bajo,Muy alto,Activo
U133454,C38301,20,Other,Canada,37,Basic,15.99,Credit Card,Tablet,2,Action,136,5,7,43,4.6,37,92,25,No,Last Night,Movie,Documentary,Spanish,Spain,1998,83,6.8,94.55,1111232,0.69,PG,79.22,0.37,18-25,120-180,Bajo,Medio,Activo
U136742,C17017,49,Other,Canada,14,Standard,15.99,Debit Card,Mobile,3,Action,143,11,13,95,1.6,34,66,25,No,Love Dark,Series,Thriller,English,France,1997,166,6.7,38.72,2185552,0.46,16+,43.08799999999999,0.46,46-60,120-180,Muy alto,Muy alto,Activo
U122865,C12064,55,Female,India,44,Premium,12.99,Credit Card,Mobile,3,Documentary,61,12,3,64,1.1,22,6,19,Yes,Dark Dark,Series,Romance,French,Germany,2018,178,5.5,13.29,8917774,0.83,PG,55.116,0.25,46-60,60-120,Medio,Muy alto,Inactivo
U112866,C30303,52,Male,Brazil,42,Standard,15.99,Credit Card,Smart TV,1,Drama,64,16,7,39,2.8,7,46,23,No,Night Secret,Series,Romance,English,Spain,2021,109,8.9,18.33,4110414,0.59,18+,42.732,0.34,46-60,60-120,Bajo,Muy alto,Activo
U123877,C35216,26,Female,Germany,50,Standard,12.99,UPI,Mobile,1,Sci-Fi,102,2,6,49,1.1,23,70,20,No,Secret Love,Series,Action,Japanese,Spain,1998,99,4.5,12.09,5986573,0.82,PG,54.03599999999999,0.1,26-35,60-120,Bajo,Bajo,Activo
U141279,C37507,55,Male,Spain,7,Basic,12.99,Debit Card,Smart TV,2,Romance,214,11,9,97,4.8,30,32,34,No,Dark World,Movie,Horror,German,France,2002,113,8.5,5.8,7228019,0.77,16+,48.52,0.21,46-60,180+,Muy alto,Muy alto,Activo
U105230,C21581,30,Male,Brazil,19,Premium,12.99,Credit Card,Smart TV,1,Romance,190,13,1,44,2.2,45,51,9,Yes,Game Life,Series,Romance,Japanese,Spain,2020,83,,56.19,2494092,0.54,PG,54.876,0.51,26-35,180+,Bajo,Muy alto,Inactivo
U101651,C45514,57,Female,France,18,Premium,12.99,UPI,Smart TV,3,Romance,149,19,12,77,4.1,10,48,15,No,Game World,Movie,Drama,Korean,Spain,2019,106,6.1,43.56,8158012,0.63,18+,55.224,0.34,46-60,120-180,Alto,Muy alto,Activo
U114618,C19186,52,Male,India,53,Premium,15.99,PayPal,Smart TV,2,Action,265,5,8,99,1.4,3,53,16,Yes,Life Last,Series,Sci-Fi,French,Spain,2006,142,5.0,43.58,5278263,0.76,PG,63.032,0.21,46-60,180+,Muy alto,Medio,Inactivo
U126085,C24718,49,Other,France,36,Standard,15.99,Debit Card,Mobile,3,Horror,13,3,14,79,2.9,29,57,12,No,Dark Love,Series,Romance,Japanese,Japan,2001,178,7.3,92.7,2966321,0.43,PG,62.88000000000001,0.62,46-60,<30,Alto,Medio,Activo
U125434,C22134,56,Female,Japan,55,Standard,7.99,Debit Card,Smart TV,2,Comedy,12,14,3,37,3.1,7,39,44,No,World Life,Movie,Action,English,Germany,2006,115,10.0,4.78,6190274,0.41,PG,26.512,0.6,46-60,<30,Bajo,Muy alto,Activo
U130867,C45825,60,Male,Germany,25,Basic,7.99,PayPal,Smart TV,1,Romance,62,6,8,42,2.4,49,43,36,No,World Night,Series,Thriller,German,Japan,2012,159,6.5,46.56,510949,0.98,16+,77.424,0.0,46-60,60-120,Bajo,Alto,Activo
U128011,C27452,56,Female,Germany,15,Basic,15.99,Credit Card,Tablet,3,Drama,20,10,9,74,4.4,3,46,13,No,Night World,Series,Romance,German,Germany,2023,135,7.0,87.1,7248156,0.74,PG,79.24,0.15,46-60,<30,Medio,Alto,Activo
U125960,C47964,55,Male,India,53,Premium,15.99,Debit Card,Mobile,3,Thriller,101,8,4,96,1.8,47,46,26,No,Dark Game,Movie,Romance,Spanish,Japan,2021,102,5.3,47.85,1285095,0.84,PG-13,69.53999999999999,0.27,46-60,60-120,Muy alto,Alto,Activo
U123355,C43078,49,Male,Japan,55,Basic,12.99,PayPal,Laptop,1,Romance,277,2,0,31,3.1,38,78,31,No,Life Dark,Series,Sci-Fi,Japanese,South Korea,2002,111,6.5,19.81,8994293,0.69,16+,49.324,0.31,46-60,180+,Bajo,Bajo,Activo
U139206,C15733,63,Female,Brazil,10,Standard,15.99,UPI,Smart TV,2,Comedy,270,8,6,83,3.7,28,6,47,No,Game World,Series,Horror,German,USA,1997,133,6.4,21.24,1868192,0.82,16+,57.696,0.11,60+,180+,Alto,Alto,Activo
U110119,C6158,31,Male,Spain,31,Premium,7.99,UPI,Tablet,1,Documentary,238,2,3,58,4.7,37,53,20,No,Love Night,Series,Drama,Japanese,Spain,2009,119,6.5,95.51,7605396,0.44,PG-13,64.604,0.6,26-35,180+,Medio,Bajo,Activo
U137135,C43947,46,Other,Australia,52,Standard,7.99,UPI,Tablet,1,Sci-Fi,224,16,3,30,1.5,8,73,27,No,Game Dark,Movie,Documentary,Korean,France,2003,121,6.9,42.03,6955114,0.45,PG,43.812,0.46,46-60,180+,Bajo,Muy alto,Activo
U133648,C624,38,Male,Spain,35,Standard,15.99,UPI,Laptop,2,Documentary,125,4,11,87,4.1,46,39,16,No,Love Life,Series,Action,Spanish,France,2002,72,5.8,70.45,8235288,1.0,16+,88.18,0.03,36-45,120-180,Alto,Medio,Activo
U103176,C19948,52,Other,UK,11,Basic,12.99,PayPal,Mobile,1,Sci-Fi,161,8,6,62,1.5,13,43,57,No,Game Secret,Movie,Drama,Spanish,France,2006,153,5.4,60.52,5054668,0.71,16+,66.808,0.33,46-60,120-180,Medio,Alto,Activo
U127991,C32701,36,Female,Germany,48,Premium,15.99,PayPal,Smart TV,2,Comedy,264,5,9,93,3.5,28,14,48,No,Life Night,Movie,Action,Spanish,USA,2009,81,7.2,32.96,8440967,0.42,18+,38.384,0.59,36-45,180+,Muy alto,Medio,Activo
U121903,C7828,30,Female,Brazil,33,Basic,15.99,UPI,Mobile,2,Romance,259,1,0,31,4.5,8,92,14,No,Last Game,Series,Thriller,Japanese,Germany,2011,136,6.3,67.25,3695135,0.52,PG-13,58.1,0.56,26-35,180+,Bajo,Bajo,Activo
U112875,C46814,19,Female,Australia,25,Premium,15.99,UPI,Tablet,1,Action,211,5,0,43,1.5,37,82,34,Yes,Secret Life,Movie,Drama,German,Spain,2002,136,6.7,11.08,8116708,0.44,PG,30.832,0.58,18-25,180+,Bajo,Medio,Inactivo
U149706,C9814,18,Male,USA,33,Basic,7.99,UPI,Tablet,1,Horror,34,2,6,33,1.3,6,96,44,No,Secret Love,Movie,Romance,Japanese,USA,2005,99,7.5,11.2,2422615,0.97,18+,62.67999999999999,0.02,,30-60,Bajo,Bajo,Activo
U148378,C10402,47,Female,Canada,4,Basic,7.99,UPI,Tablet,3,Romance,174,3,1,77,3.6,17,79,27,No,World Love,Series,Thriller,Spanish,France,2011,106,6.5,59.55,3661479,0.81,18+,72.42,0.25,46-60,120-180,Alto,Medio,Activo
U118741,C19609,50,Other,Spain,11,Premium,7.99,Credit Card,Tablet,2,Sci-Fi,98,19,7,93,4.2,43,45,8,No,Last Dark,Movie,Sci-Fi,Japanese,Spain,2000,174,8.9,52.61,3873201,0.81,PG-13,69.644,0.21,46-60,60-120,Muy alto,Muy alto,Activo
U114033,C23284,27,Other,Japan,47,Standard,12.99,UPI,Mobile,2,Drama,270,12,6,90,4.1,14,14,32,No,Night World,Movie,Thriller,Korean,Japan,2004,155,7.7,83.61,7176007,0.52,16+,64.644,0.45,26-35,180+,Alto,Muy alto,Activo
U120428,C32035,29,Male,India,17,Premium,7.99,UPI,Mobile,2,Comedy,21,15,12,75,2.3,32,62,0,No,World Life,Series,Thriller,Korean,France,2002,120,7.0,98.57,3379086,0.88,18+,92.228,0.15,26-35,<30,Medio,Muy alto,Activo
U118157,C49256,43,Female,Brazil,47,Premium,7.99,PayPal,Smart TV,1,Action,90,3,14,78,1.1,30,30,46,Yes,Game Life,Series,Drama,Japanese,USA,2024,133,7.5,64.79,8747905,0.66,16+,65.516,0.28,36-45,60-120,Alto,Medio,Inactivo
U129533,C108,31,Female,Australia,27,Premium,12.99,PayPal,Tablet,3,Comedy,170,5,0,86,2.7,3,94,0,No,Last Last,Series,Thriller,Japanese,France,2012,99,3.7,57.34,960349,0.41,16+,47.536,0.58,26-35,120-180,Alto,Medio,Activo
U130680,C33319,31,Female,Brazil,9,Standard,12.99,Debit Card,Mobile,2,Documentary,230,2,14,55,1.5,35,39,21,No,Dark Secret,Movie,Documentary,Korean,South Korea,2019,70,6.8,98.95,596063,0.5,PG,69.58000000000001,0.47,26-35,180+,Medio,Bajo,Activo
U100730,C24092,44,Female,Brazil,47,Basic,12.99,Credit Card,Smart TV,1,Thriller,214,16,14,32,3.1,18,58,6,No,Dark Night,Series,Thriller,German,Germany,2020,98,8.0,73.7,7289705,0.73,PG-13,73.28,0.39,36-45,180+,Bajo,Muy alto,Activo
U111550,C41195,41,Male,Canada,8,Basic,12.99,UPI,Mobile,1,Horror,167,15,12,96,2.4,47,83,28,No,Night Secret,Series,Drama,Spanish,Spain,1997,114,4.9,51.0,9243955,0.4,16+,44.40000000000001,0.66,36-45,120-180,Muy alto,Muy alto,Activo
U148047,C47253,56,Female,USA,54,Standard,7.99,Debit Card,Mobile,3,Romance,52,7,6,84,2.7,47,15,9,No,Secret Last,Series,Action,Japanese,South Korea,2020,73,6.0,12.58,6808350,0.52,16+,36.232,0.49,46-60,30-60,Alto,Alto,Activo
U104479,C23357,37,Male,UK,6,Standard,15.99,PayPal,Smart TV,2,Drama,69,19,1,41,3.4,21,20,11,No,Game Night,Series,Sci-Fi,Spanish,USA,2003,157,7.8,44.68,7798370,0.63,PG-13,55.672,0.3,36-45,60-120,Bajo,Muy alto,Activo
U122081,C18108,37,Male,UK,49,Premium,7.99,Debit Card,Laptop,1,Drama,135,15,7,76,3.8,0,72,32,No,Life Game,Series,Romance,Korean,Spain,2001,140,7.4,83.71,4756697,0.34,16+,53.884,0.71,36-45,120-180,Alto,Muy alto,Activo
U106433,C21615,42,Female,France,2,Premium,15.99,Debit Card,Tablet,1,Comedy,66,6,3,82,3.7,24,29,0,No,Night Dark,Series,Horror,Japanese,Spain,1998,161,9.0,59.51,7537967,0.88,18+,76.604,0.05,36-45,60-120,Alto,Alto,Activo
U103556,C14581,46,Male,Australia,4,Standard,12.99,UPI,Mobile,1,Comedy,137,6,10,86,4.6,22,27,29,No,Secret Last,Series,Sci-Fi,German,South Korea,2017,109,7.3,87.93,7778448,0.72,16+,78.372,0.26,46-60,120-180,Alto,Alto,Activo
U113285,C36064,50,Male,India,53,Standard,7.99,Credit Card,Mobile,3,Thriller,212,8,4,61,3.1,28,96,38,No,Life World,Series,Thriller,Japanese,Germany,2017,80,7.9,40.64,5217320,0.82,PG,65.45599999999999,0.26,46-60,180+,Medio,Alto,Activo
U108335,C33133,49,Male,India,26,Basic,15.99,PayPal,Mobile,3,Drama,237,15,2,49,3.4,16,80,50,No,Game Last,Series,Horror,Spanish,South Korea,2007,171,7.9,20.83,483602,0.97,PG-13,66.532,0.04,46-60,180+,Bajo,Muy alto,Activo
U116492,C22347,49,Male,Canada,4,Premium,7.99,Credit Card,Smart TV,1,Horror,254,13,11,74,4.3,23,40,32,No,Secret World,Movie,Thriller,English,Japan,2003,109,8.2,81.32,5728649,0.96,PG,90.12799999999999,0.04,46-60,180+,Medio,Muy alto,Activo
U112766,C32754,38,Female,Canada,31,Basic,15.99,PayPal,Mobile,3,Thriller,297,7,14,66,1.9,28,93,10,No,Secret World,Series,Documentary,German,South Korea,2020,175,8.4,45.51,3218237,0.38,PG,41.004,0.54,36-45,180+,Medio,Alto,Activo
U109022,C2892,32,Female,Canada,6,Standard,12.99,Debit Card,Mobile,3,Romance,133,1,1,34,1.8,30,72,13,No,Love Night,Movie,Sci-Fi,Korean,South Korea,2011,170,6.9,5.13,8325539,0.83,16+,51.852,0.11,26-35,120-180,Bajo,Bajo,Activo
U124114,C44421,54,Other,Australia,37,Basic,15.99,Credit Card,Tablet,3,Drama,297,16,6,43,1.3,41,88,24,No,Love Life,Movie,Documentary,German,USA,2003,79,6.5,42.07,4895127,0.89,PG,70.228,0.05,46-60,180+,Bajo,Muy alto,Activo
U109973,C46418,54,Male,USA,25,Premium,15.99,Debit Card,Tablet,2,Action,174,6,11,38,3.6,4,33,2,Yes,Game Game,Movie,Comedy,Spanish,Germany,2015,142,6.7,95.98,4715993,0.41,16+,62.992,0.54,46-60,120-180,Bajo,Alto,Inactivo
U131947,C47337,54,Female,Brazil,40,Premium,7.99,PayPal,Smart TV,1,Romance,123,16,6,53,3.4,41,32,50,Yes,Dark World,Series,Comedy,Spanish,France,2021,102,7.5,92.36,446753,0.74,PG,81.344,0.32,46-60,120-180,Medio,Muy alto,Inactivo
U106353,C12112,45,Female,Canada,58,Standard,7.99,PayPal,Laptop,3,Drama,171,8,9,71,3.0,18,8,2,No,World Secret,Series,Horror,Spanish,Japan,2021,114,7.4,84.0,5948311,0.61,PG-13,70.2,0.43,36-45,120-180,Medio,Alto,Activo
U125413,C2772,22,Female,USA,58,Standard,15.99,Debit Card,Tablet,2,Sci-Fi,160,12,3,77,2.6,2,79,43,Yes,Love Secret,Series,Drama,Japanese,South Korea,1999,87,7.0,23.18,3887656,0.36,18+,30.872,0.67,18-25,120-180,Alto,Muy alto,Inactivo
U131451,C5855,31,Other,Spain,30,Standard,12.99,PayPal,Mobile,1,Drama,39,6,10,37,3.7,4,33,6,No,Secret Last,Movie,Drama,English,USA,2009,73,5.6,3.68,7494471,0.87,PG,53.672,0.17,26-35,30-60,Bajo,Alto,Activo
U115996,C2893,48,Male,Brazil,28,Standard,15.99,PayPal,Mobile,3,Documentary,211,2,11,39,3.0,38,39,11,No,Last Dark,Movie,Drama,German,South Korea,1995,121,9.5,42.11,7939046,0.53,18+,48.644,0.47,46-60,180+,Bajo,Bajo,Activo
U109867,C8427,18,Other,Canada,26,Premium,12.99,Credit Card,Mobile,2,Sci-Fi,67,12,7,80,4.0,28,4,51,No,Dark Last,Series,Romance,German,Germany,2018,160,7.0,39.3,616908,0.96,PG-13,73.32,0.05,,60-120,Alto,Muy alto,Activo
U100085,C18980,41,Other,India,3,Standard,12.99,Credit Card,Tablet,1,Horror,266,8,13,58,4.3,44,32,26,No,World Life,Series,Thriller,Korean,Germany,1999,95,6.0,99.45,7930472,0.35,16+,60.78,0.74,36-45,180+,Medio,Alto,Activo
U120953,C41444,63,Other,Spain,35,Standard,7.99,PayPal,Laptop,3,Action,169,6,9,67,4.3,19,40,53,Yes,Secret Dark,Movie,Horror,English,Japan,2014,172,5.7,61.32,9822211,0.89,PG-13,77.928,0.12,60+,120-180,Medio,Alto,Inactivo
U139351,C11911,54,Female,France,54,Premium,15.99,Debit Card,Mobile,3,Romance,71,7,3,56,4.7,40,46,42,No,Game Dark,Series,Horror,German,South Korea,2007,134,6.8,37.33,2247873,0.81,PG,63.532,0.13,46-60,60-120,Medio,Alto,Activo
U145273,C25461,34,Other,Brazil,17,Standard,7.99,Debit Card,Mobile,3,Drama,297,7,10,81,1.2,22,30,41,No,Dark Life,Series,Romance,Spanish,France,2010,175,7.1,81.55,2350583,0.56,16+,66.22,0.39,26-35,180+,Alto,Alto,Activo
U111987,C19995,33,Female,Germany,51,Basic,7.99,Credit Card,Tablet,1,Sci-Fi,146,9,5,99,4.7,3,56,13,No,World Life,Series,Documentary,Korean,Germany,1999,154,7.9,3.21,5659953,0.61,16+,37.884,0.4,26-35,120-180,Muy alto,Alto,Activo
U104429,C46,37,Female,Spain,17,Premium,15.99,Credit Card,Tablet,3,Romance,209,8,5,75,4.7,29,63,56,No,Secret Secret,Movie,Romance,Spanish,Spain,1995,96,8.0,45.36,5711175,0.85,PG,69.144,0.12,36-45,180+,Medio,Alto,Activo
U124076,C23426,37,Other,UK,4,Standard,15.99,Credit Card,Smart TV,2,Thriller,211,15,7,90,2.8,9,85,44,No,Secret Secret,Series,Horror,French,Germany,2022,78,5.9,78.54,4632984,0.44,PG-13,57.816,0.49,36-45,180+,Alto,Muy alto,Activo
U137848,C14435,61,Female,USA,36,Basic,12.99,PayPal,Tablet,3,Horror,294,12,5,75,1.5,2,2,17,No,Last World,Series,Action,Spanish,South Korea,2013,114,3.9,84.23,6873939,0.31,PG-13,52.292,0.7,60+,180+,Medio,Muy alto,Activo
U131058,C20897,62,Female,Australia,3,Standard,12.99,PayPal,Tablet,2,Comedy,283,2,10,87,2.9,24,19,24,No,Game Game,Movie,Action,French,Germany,1998,116,6.9,90.49,4473897,0.87,PG,88.39599999999999,0.08,60+,180+,Alto,Bajo,Activo
U136181,C49289,39,Other,India,52,Basic,7.99,Debit Card,Mobile,1,Action,87,5,8,69,4.6,25,17,43,No,Secret Last,Movie,Action,Spanish,South Korea,2006,163,6.6,50.72,7584310,0.99,PG,79.688,0.0,36-45,60-120,Medio,Medio,Activo
U109193,C42295,34,Other,Germany,8,Standard,7.99,PayPal,Laptop,1,Documentary,192,4,3,63,2.7,15,16,6,No,Last Life,Movie,Thriller,Spanish,Japan,2017,125,7.8,18.02,8371252,0.49,18+,36.608,0.43,26-35,180+,Medio,Medio,Activo
U116543,C29525,26,Other,France,57,Premium,12.99,PayPal,Mobile,3,Comedy,93,4,13,66,3.0,39,48,42,No,Life Dark,Movie,Horror,Korean,USA,1996,172,8.9,5.26,8665392,0.61,PG,38.704,0.39,26-35,60-120,Medio,Medio,Activo
U142805,C6629,24,Other,Japan,57,Premium,7.99,UPI,Laptop,3,Sci-Fi,67,10,6,84,2.2,3,23,22,No,Game Dark,Series,Thriller,Korean,Spain,2024,82,5.4,90.88,5905693,0.36,18+,57.952,0.6,18-25,60-120,Alto,Alto,Activo
U119574,C20850,44,Female,Spain,15,Standard,15.99,Credit Card,Smart TV,1,Drama,50,8,8,69,2.6,29,28,32,No,Last Last,Series,Sci-Fi,German,Spain,2022,83,6.9,18.74,8832262,0.76,PG,53.096,0.24,36-45,30-60,Medio,Alto,Activo
U122196,C14268,62,Male,Brazil,7,Standard,15.99,UPI,Mobile,1,Horror,138,18,4,56,3.2,8,28,21,No,Dark Last,Series,Sci-Fi,Spanish,Japan,2017,159,5.6,51.75,6205728,0.95,18+,77.7,0.0,60+,120-180,Medio,Muy alto,Activo
U111517,C8549,60,Other,India,27,Standard,7.99,Debit Card,Tablet,3,Thriller,182,11,14,73,1.7,47,1,9,No,Dark Game,Movie,Sci-Fi,Spanish,South Korea,1999,79,6.0,49.06,8497141,0.58,16+,54.424,0.49,46-60,180+,Medio,Muy alto,Activo
U149908,C37287,54,Other,Japan,34,Premium,15.99,Credit Card,Tablet,2,Comedy,244,7,13,58,4.9,6,21,11,No,Life Secret,Movie,Comedy,Spanish,Germany,2020,80,6.8,48.21,1152705,0.5,PG-13,49.28400000000001,0.53,46-60,180+,Medio,Alto,Activo
U146016,C2435,20,Female,Spain,51,Basic,15.99,Debit Card,Mobile,1,Documentary,168,2,12,48,3.1,19,58,8,No,Dark Game,Movie,Horror,Korean,Spain,2015,157,6.3,69.78,4511622,0.74,PG,72.312,0.24,18-25,120-180,Bajo,Bajo,Activo
U127281,C13665,64,Other,France,51,Premium,15.99,Credit Card,Laptop,1,Horror,34,17,7,31,4.6,6,80,21,No,Night Life,Movie,Thriller,English,France,2005,111,6.0,94.58,8290775,0.6,18+,73.832,0.49,60+,30-60,Bajo,Muy alto,Activo
U115342,C42684,51,Other,Australia,23,Standard,7.99,Debit Card,Smart TV,1,Horror,72,17,14,90,2.4,0,57,47,No,Game Life,Movie,Comedy,French,Germany,1998,80,4.8,88.33,7942763,0.58,18+,70.132,0.41,46-60,60-120,Alto,Muy alto,Activo
U146096,C26795,25,Other,Spain,27,Standard,12.99,Debit Card,Mobile,2,Comedy,250,10,14,39,3.6,16,60,26,No,Last Love,Movie,Sci-Fi,Korean,Germany,2013,80,6.9,45.93,2692603,0.64,PG-13,56.772,0.36,18-25,180+,Bajo,Alto,Activo
U118607,C34971,63,Male,Germany,53,Standard,15.99,Credit Card,Laptop,1,Drama,97,14,14,92,1.4,17,87,44,No,World Love,Movie,Drama,Japanese,Japan,2016,71,6.5,51.63,6184632,0.41,18+,45.252,0.59,60+,60-120,Muy alto,Muy alto,Activo
U146158,C727,55,Female,France,8,Premium,7.99,PayPal,Mobile,2,Comedy,238,2,9,90,4.1,22,28,48,No,World Game,Movie,Drama,English,France,2023,81,6.8,31.78,95428,0.31,18+,31.312,0.86,46-60,180+,Alto,Bajo,Activo
U145760,C27023,35,Other,Germany,18,Basic,15.99,Debit Card,Laptop,1,Action,85,19,14,81,3.1,13,50,1,No,Night Love,Movie,Drama,English,Germany,2012,100,3.4,42.76,75839,0.76,PG-13,62.704,0.25,26-35,60-120,Alto,Muy alto,Activo
U132777,C34547,50,Female,Brazil,34,Basic,15.99,Debit Card,Tablet,2,Horror,17,15,11,83,2.2,4,75,24,No,Dark Night,Series,Romance,English,South Korea,2004,109,6.8,5.61,9640317,0.71,16+,44.844,0.33,46-60,<30,Alto,Muy alto,Activo
U145312,C13876,19,Female,Australia,48,Basic,15.99,Debit Card,Mobile,1,Documentary,241,11,1,66,4.9,32,1,27,No,Life Love,Series,Sci-Fi,Spanish,France,2017,137,6.5,68.18,5085301,0.6,PG,63.27200000000001,0.41,18-25,180+,Medio,Muy alto,Activo
U139205,C7795,41,Male,Brazil,28,Standard,12.99,PayPal,Tablet,3,Thriller,155,2,3,52,2.4,47,64,38,No,Dark Life,Series,Horror,German,Japan,2012,121,7.7,64.92,5221006,0.33,18+,45.768,0.67,36-45,120-180,Medio,Bajo,Activo
U109713,C15439,32,Other,Australia,24,Premium,15.99,PayPal,Smart TV,2,Comedy,95,15,14,88,2.2,7,9,33,No,Dark Game,Movie,Documentary,French,Japan,2001,99,7.6,47.12,5354897,0.61,PG-13,55.448,0.44,26-35,60-120,Alto,Muy alto,Activo
U115893,C44409,28,Male,Australia,24,Basic,7.99,Debit Card,Tablet,1,Thriller,230,16,3,81,4.9,40,58,39,No,Game Last,Series,Thriller,German,Japan,2004,87,4.2,43.37,5709041,0.92,18+,72.548,0.09,26-35,180+,Alto,Muy alto,Activo
U117194,C15770,36,Other,Australia,19,Premium,12.99,UPI,Laptop,2,Romance,42,7,13,83,2.1,15,67,25,No,Dark Game,Series,Drama,Japanese,South Korea,2005,92,6.8,89.46,5799008,0.66,PG-13,75.384,0.37,36-45,30-60,Alto,Alto,Activo
U113715,C11283,59,Female,India,4,Premium,15.99,Credit Card,Mobile,3,Comedy,198,18,8,42,3.7,42,10,50,Yes,Game Dark,Series,Horror,Spanish,France,2023,115,5.8,5.83,6762617,0.77,16+,48.532,0.22,46-60,180+,Bajo,Muy alto,Inactivo
U149537,C5238,53,Male,Australia,12,Premium,15.99,PayPal,Mobile,3,Comedy,176,5,5,37,2.2,24,9,23,No,Night Life,Series,Romance,German,France,2015,94,6.1,76.88,8547077,0.96,16+,88.35199999999999,0.11,46-60,120-180,Bajo,Medio,Activo
U128702,C11399,58,Male,USA,17,Basic,7.99,UPI,Smart TV,3,Drama,69,5,1,69,3.8,45,87,34,No,Love Secret,Movie,Action,Spanish,Spain,2008,107,7.0,20.29,8300130,0.42,PG-13,33.316,0.55,46-60,60-120,Medio,Medio,Activo
U124488,C5091,28,Male,Spain,58,Basic,15.99,UPI,Mobile,1,Documentary,113,11,2,46,2.1,38,18,25,No,Life Love,Movie,Thriller,Korean,Japan,2011,100,6.2,26.82,8232642,0.69,PG-13,52.128,0.23,26-35,60-120,Bajo,Muy alto,Activo
U128101,C18771,28,Other,Australia,30,Basic,12.99,Credit Card,Laptop,3,Drama,280,10,4,96,4.0,22,65,46,Yes,Life Life,Movie,Action,Korean,Spain,2001,161,8.9,73.33,1368172,0.64,18+,67.732,0.38,26-35,180+,Muy alto,Alto,Inactivo
U108221,C8526,58,Other,USA,40,Premium,7.99,Debit Card,Laptop,2,Romance,23,17,8,68,4.0,7,25,59,No,Secret Secret,Movie,Drama,German,Germany,2014,72,7.3,63.51,6114706,0.38,16+,48.204,0.63,46-60,<30,Medio,Muy alto,Activo
U108221,C8526,58,Other,USA,40,Premium,7.99,Debit Card,Laptop,2,Romance,23,17,8,68,4.0,7,25,59,No,Secret Secret,Movie,Drama,German,Germany,2014,72,7.3,63.51,6114706,0.38,16+,48.204,0.63,46-60,<30,Medio,Muy alto,Activo
U133919,C19982,45,Female,Japan,31,Standard,7.99,PayPal,Smart TV,3,Comedy,244,14,6,40,3.9,14,61,18,Yes,Life World,Movie,Thriller,Japanese,Germany,2022,176,6.3,53.62,5366289,0.98,16+,80.24799999999999,0.07,36-45,180+,Bajo,Muy alto,Inactivo
U134572,C2358,32,Female,Australia,52,Basic,15.99,Debit Card,Laptop,2,Sci-Fi,194,18,6,41,2.9,40,11,23,No,Life Dark,Series,Sci-Fi,Korean,Japan,2006,112,8.0,84.5,8473878,0.75,16+,78.80000000000001,0.25,26-35,180+,Bajo,Muy alto,Activo
U135591,C28185,39,Female,India,25,Basic,15.99,UPI,Mobile,1,Horror,80,5,11,41,2.6,13,40,5,Yes,Night Dark,Movie,Horror,English,Germany,1995,120,6.7,45.11,1728953,0.81,16+,66.644,0.17,36-45,60-120,Bajo,Medio,Inactivo
U102789,C34315,30,Male,India,1,Basic,12.99,Credit Card,Laptop,3,Comedy,289,12,8,45,3.6,16,96,56,No,Night Love,Series,Comedy,English,USA,2008,78,6.5,41.71,9494230,0.58,PG,51.48399999999999,0.38,26-35,180+,Bajo,Muy alto,Activo
U102789,C34315,30,Male,India,1,Basic,12.99,Credit Card,Laptop,3,Comedy,289,12,8,45,3.6,16,96,56,No,Night Love,Series,Comedy,English,USA,2008,78,6.5,41.71,9494230,0.58,PG,51.48399999999999,0.38,26-35,180+,Bajo,Muy alto,Activo
